Gene A	Gene B	Probability	True interactions	Common neighbors	Num of neighbors A	Num of neighbors B
YMR026C	YOL149W	0.72588	0	43	245	386
YKR081C	YPR154W	0.72579	0	11	440	117
YDR492W	YLR418C	0.72573	0	23	72	980
YNL082W	YBR247C	0.72551	0	16	238	242
YDR059C	YOR261C	0.7252	0	19	64	454
YPR048W	YPR083W	0.72516	0	9	143	194
YBL105C	YIR016W	0.7251	0	55	1081	190
YFR024C-A	YDL047W	0.72507	0	15	220	184
YKL046C	YKL073W	0.72501	0	12	91	371
YFL005W	YDR181C	0.72491	0	20	272	162
YIL144W	YGR277C	0.7249	0	28	298	250
YDL168W	YOR103C	0.72478	0	20	159	368
YPR082C	YMR272C	0.72432	0	37	147	1015
YKL022C	YMR230W	0.72428	0	17	165	213
YJL020C	YJR006W	0.72418	0	23	187	469
YDR434W	YHR120W	0.72416	0	17	380	138
YDL122W	YLL011W	0.72376	0	21	195	184
YMR227C	YNR007C	0.72319	0	25	187	318
YKR086W	YKL087C	0.72295	1	18	327	199
YER031C	YER129W	0.72283	0	25	300	159
YPL226W	YDR517W	0.72198	0	14	574	85
YNL221C	YBR121C	0.72163	0	38	330	160
YER003C	YMR038C	0.72111	0	31	389	182
YJL003W	YKR018C	0.72106	0	11	78	135
YKR031C	YOR057W	0.72104	0	18	101	666
YML107C	YOL051W	0.72089	0	23	180	159
YKR007W	YLR395C	0.72084	0	19	344	176
YBL013W	YNR011C	0.72064	1	18	175	301
YDR361C	YHR172W	0.72017	0	17	147	156
YDR294C	YGR036C	0.71991	0	10	154	66
YPR084W	YIL038C	0.71952	0	13	137	246
YOL094C	YNR004W	0.7191	0	22	306	196
YGR289C	YPR036W	0.71892	0	24	106	421
YER086W	YHR197W	0.71875	0	10	239	223
YNR006W	YLR288C	0.71857	0	40	748	164
YPL120W	YOL020W	0.71837	0	21	482	97
YNL016W	YML032C	0.71812	0	64	277	555
YHR048W	YER178W	0.71805	0	11	81	475
YPL006W	YHR027C	0.71797	0	40	205	691
YGL242C	YLL023C	0.71793	0	20	162	253
YJR136C	YJL194W	0.71784	0	38	211	309
YDR162C	YOR056C	0.71776	0	60	701	225
YKR035W-A	YLR346C	0.7176	0	14	261	112
YKL089W	YDL149W	0.71755	0	25	285	262
YPL246C	YNL154C	0.71753	0	15	122	459
YPR117W	YDR386W	0.71752	0	6	162	204
YDR153C	YPL084W	0.71735	0	22	181	302
YPL254W	YDL083C	0.71733	0	17	198	270
YJL004C	YKL010C	0.71723	0	23	392	161
YBL093C	YDR369C	0.71719	0	16	69	359
YMR284W	YGL238W	0.71672	0	42	343	239
YML024W	YOR056C	0.71664	0	17	116	225
YBR031W	YLR397C	0.71658	0	30	250	314
YIL003W	YHR200W	0.71655	0	57	247	813
YLR242C	YGR063C	0.71625	0	55	509	241
YNL262W	YLR361C	0.71615	1	36	592	144
YIL008W	YBR088C	0.71615	0	44	309	448
YDR148C	YOR031W	0.71611	0	14	352	151
YDR113C	YLR074C	0.71596	0	31	218	223
YER153C	YNL172W	0.71564	0	33	212	501
YGL198W	YKL059C	0.71554	0	8	77	237
YBR245C	YDL072C	0.71533	0	19	1818	54
YDL223C	YKL110C	0.7152	0	20	111	318
YHR083W	YDR469W	0.7152	0	19	94	494
YJL034W	YNR011C	0.71462	0	67	634	301
YML001W	YMR298W	0.71456	0	39	469	220
YER025W	YOR020C	0.7144	0	83	425	499
YLR072W	YPL183W-A	0.71414	0	8	90	263
YGL187C	YOR010C	0.71413	0	4	224	57
YHR188C	YER086W	0.71407	0	27	526	239
YOR174W	YMR215W	0.71389	0	30	550	198
YLR083C	YBR070C	0.71376	0	14	81	301
YCL025C	YJL127C	0.71364	0	28	272	384
YMR080C	YER035W	0.71337	0	14	779	61
YML121W	YLR212C	0.71273	0	30	399	146
YGL054C	YOR143C	0.71247	0	37	456	152
YBR026C	YMR167W	0.71229	0	28	390	216
YHR118C	YEL009C	0.71224	0	45	488	278
YDL142C	YBR040W	0.71211	0	13	535	142
YHR206W	YGR218W	0.71178	0	74	269	963
YGR125W	YML114C	0.71161	0	19	117	296
YIL098C	YFL041W	0.71158	0	6	346	74
YBL047C	YNL163C	0.7114	0	30	264	361
YOR259C	YEL030W	0.71136	0	20	801	100
YDR145W	YBR133C	0.71116	0	49	738	119
YJL057C	YNL061W	0.711	0	34	145	772
YJL011C	YLR147C	0.71085	0	17	205	67
YGL049C	YDR127W	0.71078	0	24	110	622
YGL107C	YER024W	0.71069	0	12	223	51
YKL009W	YDR146C	0.71061	0	59	455	419
YLR052W	YDR191W	0.71061	0	21	373	95
YOR321W	YDL107W	0.71059	0	6	147	149
YPL152W	YLR415C	0.71037	0	8	220	100
YKL004W	YNR055C	0.70999	0	8	193	85
YGL105W	YLR221C	0.70977	0	29	197	113
YPR171W	YCR071C	0.7092	1	8	109	372
YJL111W	YBR200W	0.70878	0	39	127	504
YMR293C	YDR397C	0.70865	0	36	311	467
YOR221C	YFL045C	0.70857	0	26	293	268
YBL021C	YDR213W	0.70828	0	20	374	125
YHR025W	YDR378C	0.70798	0	36	110	858
YDR073W	YPR173C	0.70782	0	43	149	578
YOR394C-A	YPL007C	0.70781	0	8	19	175
YGR112W	YKR043C	0.7077	0	5	125	102
YGR274C	YLR018C	0.70757	0	48	930	219
YDR260C	YLR330W	0.70718	0	39	163	427
YKL027W	YIL016W	0.70679	0	18	160	198
YKR091W	YOR033C	0.70678	0	8	165	189
YDR456W	YDR016C	0.70636	0	30	281	353
YBR173C	YIL091C	0.70618	0	16	298	124
YBL088C	YML015C	0.70605	0	18	171	275
YDR049W	YPL093W	0.7058	0	57	422	339
YOR326W	YPL046C	0.70553	0	33	654	134
YEL036C	YDR524C	0.70452	1	17	659	81
YMR135C	YKL176C	0.70408	0	23	136	292
YLR170C	YGL120C	0.70398	0	28	170	452
YDR420W	YNL149C	0.70392	0	19	122	240
YDL208W	YIL069C	0.70379	0	26	246	96
YJL062W-A	YDR485C	0.70352	0	45	194	549
YER029C	YMR080C	0.70352	0	36	117	779
YLR404W	YJR046W	0.70342	0	16	264	183
YNL061W	YLR264C-A	0.70278	0	21	772	55
YOL124C	YDR508C	0.70268	0	11	179	221
YIL049W	YDR160W	0.70231	0	5	109	100
YAL048C	YKR003W	0.70231	0	6	333	82
YBR283C	YDR432W	0.70205	0	53	280	1122
YMR186W	YKR003W	0.70165	0	33	1182	82
YPL066W	YGL237C	0.70161	0	17	194	167
YGR163W	YKL171W	0.70147	0	14	219	214
YBR210W	YPR105C	0.70146	0	25	97	582
YPR167C	YGL150C	0.70137	0	19	105	268
YKR022C	YGR038W	0.70133	0	14	162	130
YBR257W	YER060W-A	0.70106	0	7	286	104
YGR264C	YLR292C	0.70085	0	46	298	254
YHR206W	YEL051W	0.70008	0	50	269	406
YPL169C	YOR210W	0.69996	0	59	340	440
YLL013C	YJR095W	0.69993	0	35	1927	70
YJL002C	YGR185C	0.69931	0	32	203	218
YLR360W	YKL020C	0.69925	0	30	371	137
YIL004C	YCR095C	0.6991	0	26	277	206
YGL012W	YDR059C	0.69905	0	2	267	64
YER093C-A	YAL064W	0.69895	0	6	314	102
YKL203C	YDL188C	0.69862	0	28	457	157
YBL072C	YNL241C	0.6985	0	36	461	240
YBL041W	YBL091C-A	0.69837	0	12	394	99
YDR356W	YDL149W	0.6982	0	21	298	262
YNL053W	YKL069W	0.69819	0	30	153	355
YER029C	YIL112W	0.69816	0	10	117	192
YDR163W	YAR018C	0.69795	0	22	128	297
YBR111W-A	YPR079W	0.69792	0	30	409	167
YLR089C	YNL260C	0.69786	0	28	424	129
YGL031C	YDR292C	0.69764	0	29	257	329
YIL049W	YJL057C	0.69745	0	3	109	145
YNL080C	YJR010C-A	0.69733	1	34	732	134
YDL014W	YGL250W	0.69724	0	18	355	163
YBL008W	YGL222C	0.69723	0	28	492	237
YKL101W	YPL039W	0.69712	0	29	482	285
YDR518W	YFL037W	0.6967	0	25	153	433
YDR402C	YCR003W	0.69663	0	11	164	176
YBR200W	YHR006W	0.69657	0	22	504	104
YJL020C	YCR095C	0.69642	0	27	187	206
YJR148W	YML097C	0.69632	0	33	151	574
YJR088C	YMR281W	0.69615	0	22	167	363
YML006C	YDR466W	0.69611	0	10	133	127
YOR358W	YHR201C	0.69578	0	24	422	195
YER171W	YBR034C	0.69567	0	34	186	396
YHR143W	YNL085W	0.69562	0	15	114	310
YNL056W	YLR438C-A	0.69545	0	57	315	349
YLR305C	YGL107C	0.6951	0	18	259	223
YNL215W	YOR010C	0.69493	0	10	347	57
YPL227C	YNL003C	0.69492	0	27	249	437
YGL247W	YPL146C	0.69488	0	30	354	246
YBR211C	YOR030W	0.69467	0	39	289	259
YNL149C	YOR160W	0.69465	0	21	240	274
YGL008C	YLL008W	0.69395	0	23	297	186
YNL164C	YLR044C	0.69393	0	8	95	177
YBR145W	YKL109W	0.69363	0	20	114	280
YFL022C	YIL142W	0.69356	0	21	102	252
YLR089C	YEL076C	0.69346	0	28	424	78
YGL136C	YNL206C	0.69328	0	24	549	169
YDR121W	YOR174W	0.69296	0	31	151	550
YBR181C	YIL164C	0.6927	0	14	353	91
YNL273W	YGL014W	0.6925	0	33	311	220
YDR081C	YPR132W	0.69224	0	11	382	75
YDR322W	YDL033C	0.69199	0	32	209	528
YER095W	YKL028W	0.69195	0	34	507	170
YGR192C	YHL002W	0.6919	0	26	250	339
YDR392W	YIL115C	0.69148	0	54	498	237
YER147C	YBR059C	0.69145	0	19	330	195
YCR081W	YDR260C	0.69123	0	12	144	163
YLR393W	YIL110W	0.69107	0	20	357	146
YBR084W	YCL052C	0.69106	0	13	207	248
YNL206C	YDL132W	0.69105	0	25	169	490
YLR104W	YBR290W	0.69079	0	8	57	208
YLR207W	YPL037C	0.69056	0	12	106	168
YPL036W	YJL010C	0.69054	0	20	369	230
YDL015C	YCL005W	0.69038	0	25	403	161
YOL051W	YDL139C	0.69021	0	10	159	146
YKL135C	YNL219C	0.69004	0	11	112	281
YBR236C	YPR031W	0.68983	0	19	340	156
YDR439W	YKL179C	0.68965	0	25	445	158
YDR454C	YJL030W	0.68957	0	32	186	380
YNL071W	YDR398W	0.68935	0	22	327	282
YAL032C	YNL224C	0.68916	0	16	228	101
YER086W	YLR238W	0.68911	0	15	239	210
YHL007C	YOR257W	0.68875	0	8	243	64
YBR094W	YDR498C	0.68852	0	20	77	416
YDR369C	YMR273C	0.68836	0	31	359	185
YPL063W	YDL226C	0.68822	0	21	228	248
YMR314W	YIL062C	0.68807	0	22	89	423
YKL144C	YGL143C	0.68787	0	17	463	93
YGL059W	YJL124C	0.68768	0	37	141	1037
YLR388W	YKL075C	0.68631	0	19	197	137
YDR124W	YMR037C	0.68627	0	16	135	171
YPL217C	YPL119C	0.68606	0	15	434	99
YBR262C	YDR430C	0.6856	0	13	210	85
YDL156W	YJL023C	0.68556	0	28	688	143
YDR032C	YPR191W	0.68484	0	14	130	408
YBL076C	YJL204C	0.68478	0	11	188	214
YPR167C	YDL020C	0.68475	0	38	105	778
YOR381W-A	YML041C	0.68435	0	29	96	714
YNL297C	YHR197W	0.68433	0	35	444	223
YDR216W	YDR469W	0.68419	0	33	148	494
YLR355C	YJR123W	0.68399	0	20	118	107
YGL251C	YPR161C	0.68397	0	11	29	1101
YPR107C	YOR201C	0.68385	0	44	416	155
YBL036C	YDR113C	0.68378	0	10	90	218
YDL220C	YDR155C	0.68371	1	47	778	157
YGL097W	YML048W	0.68348	0	39	346	319
YOR066W	YBR070C	0.6832	0	8	91	301
YOR354C	YOR262W	0.68313	0	17	191	290
YGL179C	YLR186W	0.68311	0	19	138	431
YLR415C	YDR331W	0.68289	0	18	100	658
YLL024C	YPL150W	0.68277	0	20	442	202
YMR077C	YER173W	0.68238	0	19	161	203
YHL022C	YDR118W	0.6822	0	3	121	42
YNL082W	YNL049C	0.6822	0	17	238	158
YGL076C	YNL207W	0.68193	0	6	89	206
YML085C	YJL183W	0.68179	0	18	137	612
YOR147W	YHR086W	0.68177	0	20	502	178
YPL189C-A	YML129C	0.68135	1	17	42	66
YDR288W	YLR016C	0.68132	0	16	414	110
YIL105C	YKR068C	0.68122	0	32	149	486
YKR046C	YBR238C	0.68088	0	22	135	393
YFL022C	YOL064C	0.68076	0	18	102	384
YBL071W-A	YCR102C	0.68022	0	10	143	179
YIL109C	YLR153C	0.68016	0	33	242	331
YMR035W	YDR448W	0.68016	0	27	299	296
YLR045C	YIR022W	0.6801	0	75	600	227
YMR076C	YPL203W	0.67998	0	23	382	213
YCL025C	YCR102C	0.67937	0	11	272	179
YBL075C	YLR298C	0.67937	0	40	133	759
YPR074C	YJR070C	0.67901	0	27	207	241
YPR171W	YJL204C	0.67899	0	11	109	214
YHR072W-A	YML064C	0.67881	0	20	108	341
YOR308C	YPL106C	0.67875	0	44	260	629
YNL005C	YDR276C	0.6786	0	31	163	508
YMR011W	YAL058W	0.67814	0	10	116	199
YER129W	YPL135W	0.6781	0	11	159	241
YOR087W	YJL151C	0.67809	1	7	138	107
YLL015W	YPR173C	0.67793	0	22	119	578
YGR162W	YGR140W	0.6775	0	32	366	336
YLR262C	YBR028C	0.67726	0	32	926	90
YDL171C	YBR181C	0.67723	0	26	164	353
YDR464W	YMR070W	0.67721	0	39	281	293
YHR174W	YKL045W	0.67716	0	17	188	233
YFR037C	YOR265W	0.67701	0	45	477	169
YDR153C	YKR095W	0.67676	0	15	181	310
YPL129W	YJL050W	0.67674	0	23	288	260
YNL118C	YHR152W	0.67654	0	28	645	166
YBR092C	YER118C	0.67629	0	10	64	280
YGR206W	YIL140W	0.67627	0	14	155	139
YGL087C	YOR259C	0.67613	0	66	259	801
YJR085C	YKR091W	0.67596	0	6	199	165
YBR290W	YNL119W	0.67575	0	30	208	315
YBL052C	YJR041C	0.67572	0	18	190	156
YOR381W	YML105C	0.67549	0	10	94	374
YCR028C-A	YBR082C	0.67527	0	63	409	412
YNL290W	YFR009W	0.67481	0	17	95	337
YGL012W	YDR002W	0.67466	0	25	267	259
YDR059C	YDL003W	0.67464	0	4	64	328
YGR264C	YIL061C	0.67455	0	11	298	85
YOR260W	YPL154C	0.67408	0	25	369	179
YPL077C	YKL101W	0.67397	0	23	94	482
YPL004C	YKL021C	0.67357	0	26	150	538
YER012W	YDR186C	0.67337	0	23	293	236
YLR384C	YJR070C	0.67334	0	50	475	241
YML110C	YMR030W-A	0.67299	0	12	183	172
YPL023C	YHR082C	0.67289	0	15	135	459
YML103C	YGR027C	0.67284	0	79	586	268
YML012W	YKR018C	0.67276	0	22	316	135
YPR155C	YJL148W	0.67262	0	14	77	520
YML097C	YPL105C	0.67243	0	23	574	125
YMR028W	YOL009C	0.67214	0	60	385	396
YDR180W	YMR283C	0.67206	0	16	270	112
YNR053C	YMR243C	0.67124	0	21	397	162
YLR452C	YNL106C	0.67093	0	27	412	186
YNL181W	YPL146C	0.67069	0	81	1033	246
YOR035C	YDR057W	0.67054	0	14	321	125
YDR494W	YGL115W	0.67035	0	49	186	660
YJR136C	YKR031C	0.67016	0	9	211	101
YGL222C	YHR035W	0.6701	0	8	237	68
YPL049C	YEL003W	0.66989	0	35	201	586
YPL154C	YDL047W	0.66979	0	5	179	184
YEL051W	YML123C	0.66955	0	24	406	208
YER036C	YDR120C	0.66927	0	12	87	173
YJL174W	YJL151C	0.66927	0	15	306	107
YFL045C	YBR049C	0.6691	0	59	268	617
YGR065C	YER117W	0.66899	0	15	226	151
DECOY227	DECOY240	0.66891	0	0	0	0
YOR094W	YKL203C	0.66859	0	33	114	457
YLR289W	YEL076C	0.66853	0	9	55	78
YPL270W	YOR070C	0.6673	0	53	265	518
YDR472W	YJL062W-A	0.66729	0	18	145	194
YER134C	YPL155C	0.66714	0	7	106	106
YOR034C	YDR320C	0.66701	0	12	73	380
YPR052C	YLR394W	0.66677	0	14	171	233
YBR291C	YER040W	0.66653	0	35	173	414
YLR424W	YLR007W	0.66648	0	18	137	259
YOR296W	YLR182W	0.66629	0	27	87	683
YHR065C	YBR095C	0.66588	0	26	119	571
YLR220W	YCL008C	0.6658	0	28	130	473
YDL181W	YPL262W	0.66569	0	11	94	423
YIL151C	YER092W	0.66537	0	18	77	456
YIR016W	YDR082W	0.66531	0	10	190	250
YMR078C	YBL054W	0.66522	0	24	526	74
YJL168C	YPL250C	0.66512	0	44	616	187
YPL051W	YDR178W	0.66511	0	12	421	94
YNL121C	YDL248W	0.66487	0	30	281	320
YOR069W	YLL028W	0.66456	0	23	354	137
YHL031C	YKL051W	0.66385	0	16	488	102
YPR128C	YEL002C	0.6638	0	29	96	464
YEL062W	YGL153W	0.66377	1	23	146	205
YOR030W	YFR014C	0.66369	0	26	259	288
YKR036C	YKR046C	0.66364	0	12	120	135
YER091C	YAL040C	0.66361	0	14	143	281
YER017C	YDR397C	0.66348	0	37	179	467
YKL012W	YFR031C	0.66344	0	6	238	103
YKL096W-A	YPL240C	0.6634	0	25	88	1575
YPR089W	YDL107W	0.66332	0	18	245	149
YGR181W	YPL224C	0.66295	0	6	172	102
YNL294C	YKL027W	0.66292	0	33	394	160
YHR075C	YGR085C	0.66291	1	13	175	291
YNL215W	YBL071W-A	0.66289	0	36	347	143
YLR273C	YDR127W	0.66282	0	12	46	622
YER095W	YJL106W	0.66244	0	45	507	264
YOR068C	YGR130C	0.66242	0	21	301	182
YNL242W	YPL135W	0.66218	1	24	179	241
YGR092W	YJR010C-A	0.6621	0	26	903	134
YHR085W	YDR325W	0.66203	0	24	230	218
YBR175W	YOR113W	0.66199	0	37	326	176
YHR186C	YOR142W	0.66176	0	13	319	160
YJL110C	YMR100W	0.6616	0	29	188	324
YPL020C	YAL036C	0.66122	0	16	447	99
YCL008C	YIL110W	0.66108	1	25	473	146
YGL070C	YPR094W	0.66107	0	9	89	224
YHR027C	YBR047W	0.66025	0	18	691	89
YLL014W	YOR078W	0.66007	0	24	167	357
YGL242C	YOR116C	0.65996	0	12	162	268
YBR070C	YAR002W	0.65985	0	43	301	376
YBR267W	YDR092W	0.65979	0	43	430	263
YNL241C	YFR013W	0.65969	0	14	240	123
YHR168W	YBR139W	0.65944	0	4	71	126
YBR103W	YDR047W	0.65931	0	29	484	149
YNL076W	YMR072W	0.65925	0	21	370	136
YGR202C	YJR143C	0.65916	0	5	113	140
YPL221W	YLR110C	0.65896	0	12	66	296
YDR275W	YGR188C	0.65886	0	17	91	716
YGR028W	YOL004W	0.65836	0	36	96	1134
YJR043C	YMR175W-A	0.65827	0	10	454	53
YGR279C	YIL090W	0.65746	0	33	103	669
YNL048W	YOR014W	0.65731	0	19	115	439
YNL229C	YBR086C	0.65721	0	25	342	186
YDR349C	YNL158W	0.65719	0	6	80	96
YHR170W	YGL212W	0.65716	0	37	151	701
YNL250W	YHL030W	0.65695	0	35	324	211
YGL086W	YGL091C	0.6569	1	38	431	212
YOL066C	YLL009C	0.65674	0	15	171	211
YMR080C	YLR025W	0.6566	0	17	779	142
YPL096C-A	YDL150W	0.65658	0	19	183	163
YDL192W	YPR069C	0.65639	0	41	371	312
YDL218W	YER125W	0.65574	0	40	91	1207
YJR005W	YKL212W	0.65527	0	22	88	1065
YPR040W	YBL078C	0.65517	0	8	89	276
YPL170W	YJR074W	0.6551	0	28	99	646
YNL128W	YMR078C	0.65493	0	25	114	526
YHR190W	YGL200C	0.65448	0	45	338	207
YGL124C	YJL130C	0.65425	0	18	425	169
YMR001C	YMR216C	0.65423	0	24	185	401
YMR089C	YFL016C	0.65423	0	17	181	67
YPR020W	YOR297C	0.65413	0	12	122	299
YMR030W-A	YER165W	0.65391	0	37	172	627
YBL047C	YML114C	0.6539	0	17	264	296
YPL051W	YPR159C-A	0.65385	0	20	421	111
YJR084W	YDR280W	0.65373	0	16	604	102
YJR113C	YKL114C	0.65372	0	5	119	106
YHR188C	YAR002W	0.65355	0	72	526	376
YNL110C	YNR015W	0.65318	0	2	223	78
YOR290C	YAL043C	0.65272	0	13	226	162
YKL010C	YHR186C	0.65264	0	26	161	319
YFR034C	YCL005W-A	0.6524	0	30	241	446
YNL079C	YMR290C	0.65231	0	52	677	319
YPR180W	YGL202W	0.65198	0	9	219	140
YNL252C	YEL069C	0.65169	0	25	498	61
YIL039W	YER144C	0.6516	0	7	214	79
YDR208W	YOL054W	0.65159	0	17	313	158
YDR362C	YBR004C	0.65158	0	11	195	137
YDL206W	YCL045C	0.6515	0	5	58	146
YKR072C	YPR104C	0.65143	0	30	242	203
YLR276C	YCR034W	0.65135	0	36	269	536
YCR066W	YML112W	0.65132	1	64	224	320
YKL079W	YMR080C	0.65109	0	33	214	779
YHL025W	YJL025W	0.65105	0	21	506	159
YOR117W	YBR111C	0.65074	0	26	623	153
YHR104W	YOR246C	0.65071	0	10	156	174
YJL189W	YJL080C	0.65062	0	10	40	241
YFR051C	YMR104C	0.65061	0	21	493	104
YDR363W	YBR131W	0.65058	1	41	269	431
YGR083C	YER083C	0.65055	0	39	112	970
YCL043C	YDR079C-A	0.65052	0	27	297	212
YPL042C	YDR285W	0.6505	0	11	375	92
YDL047W	YGR155W	0.65035	0	15	184	183
YPL021W	YBR157C	0.65031	0	3	88	140
YMR003W	YBR181C	0.65016	0	27	192	353
YMR109W	YIR005W	0.64987	0	33	236	389
YGL147C	YOR183W	0.64965	0	17	210	142
YLR120C	YJR141W	0.64957	0	21	119	327
YML085C	YDR130C	0.64955	0	14	137	190
YLR002C	YJL165C	0.64936	0	20	245	205
YHR024C	YJL205C	0.6493	0	12	276	112
YDL132W	YGR256W	0.64924	0	10	490	71
YCR020C-A	YLR197W	0.64918	0	16	131	442
YLR148W	YGR217W	0.64899	0	8	79	164
YLR115W	YER166W	0.64894	0	26	522	133
YNL273W	YIL044C	0.64858	0	18	311	183
YDR202C	YDR307W	0.64822	0	12	181	120
YLR250W	YDR283C	0.64822	0	9	99	228
YBR278W	YOR030W	0.6482	0	43	295	259
YBR142W	YGL237C	0.64816	0	21	354	167
YNL003C	YOR166C	0.64809	0	7	437	59
YDR124W	YOR033C	0.64801	0	6	135	189
YPR141C	YDR141C	0.6479	0	37	625	233
YLR350W	YHR078W	0.64771	0	31	546	91
YKR054C	YKR102W	0.64761	0	6	344	58
YOL148C	YBL036C	0.64721	0	3	86	90
YNR023W	YDR456W	0.64719	0	30	131	281
YPR015C	YGL201C	0.64703	0	7	64	188
YFR028C	YDR258C	0.64659	0	18	527	115
YML048W	YNR013C	0.64638	0	33	319	219
YJR059W	YNL286W	0.64626	0	13	703	44
YLR197W	YMR091C	0.64622	0	26	442	126
YGL208W	YPL170W	0.64611	1	6	151	99
YGL212W	YMR019W	0.64606	0	37	701	130
YDR388W	YIL045W	0.64587	0	17	975	58
YIL154C	YDL207W	0.64581	0	29	180	448
YOR089C	YIR025W	0.64564	0	19	580	66
YMR042W	YDR331W	0.64532	1	18	86	658
YOR320C	YIL084C	0.64517	0	23	60	788
YJL082W	YOR069W	0.64516	0	19	86	354
YML105C	YJL082W	0.64512	0	18	374	86
YAL012W	YDR463W	0.64506	0	21	213	205
YKR039W	YOR241W	0.64505	1	5	168	248
YGR083C	YHR008C	0.64463	0	8	112	226
YMR201C	YDR056C	0.64444	0	15	385	80
YNL015W	YMR277W	0.64408	0	17	74	583
YJL062W-A	YHR062C	0.64408	0	24	194	197
YGR280C	YJR055W	0.64404	0	5	38	64
YML009C	YML094W	0.6438	0	26	120	594
YDR175C	YNR051C	0.64366	0	35	168	1228
YFR001W	YBL026W	0.64356	0	8	124	310
YER079W	YBR147W	0.64324	1	4	145	158
YOR304W	YOR078W	0.64302	0	35	336	357
YNL090W	YJL205C	0.64298	0	8	157	112
YKR005C	YPR103W	0.64295	1	15	91	705
YBL035C	YLR423C	0.64282	0	14	407	200
YIL129C	YDR453C	0.64281	0	17	663	60
YLR022C	YDR507C	0.64281	0	26	259	296
YNL082W	YMR193W	0.64279	0	4	238	187
YLL032C	YIL035C	0.64275	0	28	148	364
YGR005C	YLR342W	0.64267	0	53	242	504
YDR317W	YLR347C	0.6424	0	8	40	607
YBR110W	YGR158C	0.64226	0	16	359	104
YBR111W-A	YPR047W	0.64149	0	15	409	88
YDR302W	YLR285C-A	0.64089	0	11	707	43
YPR112C	YLL005C	0.64076	0	10	284	88
YGR035C	YNL329C	0.64067	0	3	81	81
YDR414C	YBR082C	0.64063	0	68	389	412
YML047C	YDL087C	0.64018	0	18	90	123
YDL054C	YJR044C	0.64011	0	9	85	208
YOR334W	YDR395W	0.63986	0	18	169	167
YHR024C	YLL066W-B	0.63976	0	6	276	68
YPL171C	YBL055C	0.63961	0	4	106	65
YJR068W	YBL036C	0.63921	0	17	333	90
YCR003W	YGL142C	0.63908	0	22	176	442
YPL050C	YGL206C	0.63902	0	6	35	113
YPR141C	YEL054C	0.63901	0	38	625	145
YOL021C	YHR190W	0.63888	0	27	216	338
YIL020C	YPR110C	0.63867	0	4	18	213
YOR210W	YJL057C	0.63852	1	25	440	145
YPR135W	YHR144C	0.6385	0	46	604	196
YPL178W	YJR005W	0.63841	0	13	665	88
YBR048W	YBR058C-A	0.63833	0	38	330	277
YDR105C	YJL183W	0.63824	0	26	149	612
YDL101C	YDR141C	0.63808	0	31	481	233
YOR085W	YJR136C	0.63797	0	37	418	211
YGR277C	YGR253C	0.63797	0	21	250	170
YJL035C	YJL147C	0.63794	0	9	90	210
YBL040C	YPR178W	0.63793	0	33	125	550
YER153C	YIL110W	0.63775	0	6	212	146
YKL204W	YNL222W	0.63767	0	30	365	231
YBL021C	YPR043W	0.63757	0	39	374	323
YGL255W	YOR296W	0.63756	0	8	181	87
YPL037C	YGL061C	0.63732	0	26	168	430
YDR447C	YGL045W	0.63687	0	40	163	466
YDL070W	YAL048C	0.63669	0	21	193	333
YNL253W	YIL006W	0.63668	0	4	68	136
YLR314C	YOL100W	0.63644	0	22	774	90
YDR456W	YEL060C	0.6361	0	15	281	128
YPL016W	YJR125C	0.63606	0	21	309	261
YFR031C-A	YPL016W	0.63586	0	45	345	309
YAL003W	YOR369C	0.63583	0	14	63	53
YGR044C	YOR360C	0.63542	0	40	156	624
YCR036W	YKL157W	0.63532	0	11	119	152
YDR366C	YDR434W	0.63491	0	7	33	380
YMR167W	YER156C	0.63487	0	10	216	152
YIR026C	YLR045C	0.63466	0	34	119	600
YHL008C	YHR088W	0.63466	0	13	95	258
YDR088C	YOL031C	0.6345	0	24	466	128
YPL058C	YGL187C	0.63431	0	4	113	224
YNL257C	YML105C	0.63424	0	13	62	374
YJL029C	YJL112W	0.63416	0	20	704	115
YER110C	YGR237C	0.63377	0	13	340	146
YGR175C	YEL013W	0.6336	0	12	54	328
YKL179C	YCR088W	0.63339	0	14	158	155
YLR120C	YGL008C	0.63337	0	20	119	297
YDR189W	YBL009W	0.63328	0	16	325	185
YDR392W	YLR166C	0.63319	0	51	498	205
YOR005C	YOR275C	0.63308	0	49	245	509
YHR082C	YLR278C	0.63281	0	19	459	155
YDL203C	YKL047W	0.63262	0	4	201	43
YHR008C	YFL034W	0.63238	0	7	226	75
YHR088W	YGL043W	0.6323	0	48	258	584
YML014W	YDR325W	0.63198	0	19	112	218
YFR043C	YOR106W	0.63134	0	17	76	507
YLL042C	YPR151C	0.6311	0	5	134	108
YOL080C	YPR108W	0.63103	0	19	71	482
YLR247C	YFL002C	0.63094	0	34	97	663
YEL024W	YLR253W	0.63071	0	12	243	57
YDR074W	YGR089W	0.63071	0	66	581	278
YMR319C	YLR190W	0.63046	0	13	99	391
YOL116W	YCR036W	0.63027	0	12	311	119
YMR269W	YML010W	0.63022	0	21	300	184
YGL171W	YMR283C	0.63022	0	3	37	112
YBL057C	YBR036C	0.63007	0	20	71	962
YFR034C	YOR132W	0.62994	0	34	241	492
YOR001W	YDR160W	0.62963	0	13	586	100
YLR026C	YIL055C	0.62931	0	25	488	103
